fullName,country,politicalGroup,id,nationalPoliticalGroup,twitter_urls,officialURL,screen_name,GroupShort,screen_name_lower
Magdalena ADAMOWICZ,Poland,Group of the European People's Party (Christian Democrats),197490,Independent,https://twitter.com/Adamowicz_Magda,https://www.europarl.europa.eu/meps/en/197490,Adamowicz_Magda,EPP,adamowicz_magda
Asim ADEMOV,Bulgaria,Group of the European People's Party (Christian Democrats),189525,Citizens for European Development of Bulgaria,NA,https://www.europarl.europa.eu/meps/en/189525,NA,EPP,NA
Isabella ADINOLFI,Italy,Non-attached Members,124831,Movimento 5 Stelle,https://twitter.com/Isa_Adinolfi,https://www.europarl.europa.eu/meps/en/124831,Isa_Adinolfi,"NA",isa_adinolfi
Matteo ADINOLFI,Italy,Identity and Democracy Group,197826,Lega,NA,https://www.europarl.europa.eu/meps/en/197826,NA,ID,NA
Alex AGIUS SALIBA,Malta,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197403,Partit Laburista,NA,https://www.europarl.europa.eu/meps/en/197403,NA,S&D,NA
Mazaly AGUILAR,Spain,European Conservatives and Reformists Group,198096,VOX,NA,https://www.europarl.europa.eu/meps/en/198096,NA,ECR,NA
Clara AGUILERA,Spain,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125045,Partido Socialista Obrero Español,https://twitter.com/ClaraAguilera7,https://www.europarl.europa.eu/meps/en/125045,ClaraAguilera7,S&D,claraaguilera7
Scott AINSLIE,United Kingdom,Group of the Greens/European Free Alliance,197696,Green Party,https://twitter.com/scottjainslie,https://www.europarl.europa.eu/meps/en/197696,scottjainslie,Greens–EFA,scottjainslie
Alexander ALEXANDROV YORDANOV,Bulgaria,Group of the European People's Party (Christian Democrats),197836,Union of Democratic Forces,NA,https://www.europarl.europa.eu/meps/en/197836,NA,EPP,NA
François ALFONSI,France,Group of the Greens/European Free Alliance,96750,Régions et Peuples Solidaires,NA,https://www.europarl.europa.eu/meps/en/96750,NA,Greens–EFA,NA
Atidzhe ALIEVA-VELI,Bulgaria,Renew Europe Group,197848,Movement for Rights and Freedoms,NA,https://www.europarl.europa.eu/meps/en/197848,NA,RE,NA
Christian ALLARD,United Kingdom,Group of the Greens/European Free Alliance,197644,Scottish National Party,https://twitter.com/christia_allard,https://www.europarl.europa.eu/meps/en/197644,christia_allard,Greens–EFA,christia_allard
Abir AL SAHLANI,Sweden,Renew Europe Group,197400,Centerpartiet,https://twitter.com/abiralsahlani,https://www.europarl.europa.eu/meps/en/197400,abiralsahlani,RE,abiralsahlani
Álvaro AMARO,Portugal,Group of the European People's Party (Christian Democrats),197746,Partido Social Democrata,NA,https://www.europarl.europa.eu/meps/en/197746,NA,EPP,NA
Andris AMERIKS,Latvia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197783,"""Saskaņa"" sociāldemokrātiskā partija",https://twitter.com/AndrisAmeriks,https://www.europarl.europa.eu/meps/en/197783,AndrisAmeriks,S&D,andrisameriks
Christine ANDERSON,Germany,Identity and Democracy Group,197475,Alternative für Deutschland,NA,https://www.europarl.europa.eu/meps/en/197475,NA,ID,NA
Martina ANDERSON,United Kingdom,Confederal Group of the European United Left - Nordic Green Left,113959,Sinn Fein,https://twitter.com/M_AndersonSF,https://www.europarl.europa.eu/meps/en/113959,M_AndersonSF,GUE-NGL,m_andersonsf
Rasmus ANDRESEN,Germany,Group of the Greens/European Free Alliance,197448,Bündnis 90/Die Grünen,https://twitter.com/RasmusAndresen,https://www.europarl.europa.eu/meps/en/197448,RasmusAndresen,Greens–EFA,rasmusandresen
Eric ANDRIEU,France,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,113892,Parti socialiste,https://twitter.com/Eric_Andrieu,https://www.europarl.europa.eu/meps/en/113892,Eric_Andrieu,S&D,eric_andrieu
Mathilde ANDROUËT,France,Identity and Democracy Group,197691,Rassemblement national,NA,https://www.europarl.europa.eu/meps/en/197691,NA,ID,NA
Nikos ANDROULAKIS,Greece,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,125110,PASOK-KINAL,https://twitter.com/androulakisnick,https://www.europarl.europa.eu/meps/en/125110,androulakisnick,S&D,androulakisnick
Gerolf ANNEMANS,Belgium,Identity and Democracy Group,124973,Vlaams Belang,NA,https://www.europarl.europa.eu/meps/en/124973,NA,ID,NA
Andrus ANSIP,Estonia,Renew Europe Group,124696,Eesti Reformierakond,https://twitter.com/Ansip_EU,https://www.europarl.europa.eu/meps/en/124696,Ansip_EU,RE,ansip_eu
Attila ARA-KOVÁCS,Hungary,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197587,Demokratikus Koalíció,NA,https://www.europarl.europa.eu/meps/en/197587,NA,S&D,NA
Maria ARENA,Belgium,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124936,Parti Socialiste,https://twitter.com/Mariearenaps,https://www.europarl.europa.eu/meps/en/124936,Mariearenaps,S&D,mariearenaps
Pablo ARIAS ECHEVERRÍA,Spain,Group of the European People's Party (Christian Democrats),96808,Partido Popular,NA,https://www.europarl.europa.eu/meps/en/96808,NA,EPP,NA
Pascal ARIMONT,Belgium,Group of the European People's Party (Christian Democrats),24922,Christlich Soziale Partei,NA,https://www.europarl.europa.eu/meps/en/24922,NA,EPP,NA
Bartosz ARŁUKOWICZ,Poland,Group of the European People's Party (Christian Democrats),197492,Platforma Obywatelska,https://twitter.com/Arlukowicz,https://www.europarl.europa.eu/meps/en/197492,Arlukowicz,EPP,arlukowicz
Clotilde ARMAND,Romania,Renew Europe Group,197664,Uniunea Salvați România,https://twitter.com/clotilde_armand,https://www.europarl.europa.eu/meps/en/197664,clotilde_armand,RE,clotilde_armand
Konstantinos ARVANITIS,Greece,Confederal Group of the European United Left - Nordic Green Left,197701,Coalition of the Radical Left,NA,https://www.europarl.europa.eu/meps/en/197701,NA,GUE-NGL,NA
Anna-Michelle ASIMAKOPOULOU,Greece,Group of the European People's Party (Christian Democrats),197695,Nea Demokratia,NA,https://www.europarl.europa.eu/meps/en/197695,NA,EPP,NA
Manon AUBRY,France,Confederal Group of the European United Left - Nordic Green Left,197533,La France Insoumise,https://twitter.com/manonaubryfr,https://www.europarl.europa.eu/meps/en/197533,manonaubryfr,GUE-NGL,manonaubryfr
Margrete AUKEN,Denmark,Group of the Greens/European Free Alliance,28161,Socialistisk Folkeparti,https://twitter.com/MargreteAuken,https://www.europarl.europa.eu/meps/en/28161,MargreteAuken,Greens–EFA,margreteauken
Petras AUŠTREVIČIUS,Lithuania,Renew Europe Group,124766,Lietuvos Respublikos liberalų sąjūdis,https://twitter.com/petras_petras,https://www.europarl.europa.eu/meps/en/124766,petras_petras,RE,petras_petras
Carmen AVRAM,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197651,Partidul Social Democrat,NA,https://www.europarl.europa.eu/meps/en/197651,NA,S&D,NA
Malik AZMANI,Netherlands,Renew Europe Group,197781,Volkspartij voor Vrijheid en Democratie,https://twitter.com/MalikAzmani,https://www.europarl.europa.eu/meps/en/197781,MalikAzmani,RE,malikazmani
Simona BALDASSARRE,Italy,Identity and Democracy Group,197789,Lega,NA,https://www.europarl.europa.eu/meps/en/197789,NA,ID,NA
Marek Paweł BALT,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197495,Sojusz Lewicy Demokratycznej,https://twitter.com/poselbalt,https://www.europarl.europa.eu/meps/en/197495,poselbalt,S&D,poselbalt
Jordan BARDELLA,France,Identity and Democracy Group,131580,Rassemblement national,https://twitter.com/J_Bardella,https://www.europarl.europa.eu/meps/en/131580,J_Bardella,ID,j_bardella
Katarina BARLEY,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197433,Sozialdemokratische Partei Deutschlands,https://twitter.com/KATARINABARLEY,https://www.europarl.europa.eu/meps/en/197433,KATARINABARLEY,S&D,katarinabarley
Pernando BARRENA ARZA,Spain,Confederal Group of the European United Left - Nordic Green Left,197684,EH BILDU,https://twitter.com/pernandobarrena,https://www.europarl.europa.eu/meps/en/197684,pernandobarrena,GUE-NGL,pernandobarrena
Cavaliere della Rep. – Commendatore della Rep. Pietro BARTOLO,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197808,Partito Democratico,NA,https://www.europarl.europa.eu/meps/en/197808,NA,S&D,NA
Traian BĂSESCU,Romania,Group of the European People's Party (Christian Democrats),197671,Partidul Mișcarea Populară,https://twitter.com/tbasescu,https://www.europarl.europa.eu/meps/en/197671,tbasescu,EPP,tbasescu
Alessandra BASSO,Italy,Identity and Democracy Group,197610,Lega,NA,https://www.europarl.europa.eu/meps/en/197610,NA,ID,NA
José Ramón BAUZÁ DÍAZ,Spain,Renew Europe Group,197779,Ciudadanos – Partido de la Ciudadanía,https://twitter.com/jrbauza,https://www.europarl.europa.eu/meps/en/197779,jrbauza,RE,jrbauza
Nicolas BAY,France,Identity and Democracy Group,124760,Rassemblement national,https://twitter.com/NicolasBay_,https://www.europarl.europa.eu/meps/en/124760,NicolasBay_,ID,nicolasbay_
Catherine BEARDER,United Kingdom,Renew Europe Group,96955,Liberal Democrats,https://twitter.com/catherinemep,https://www.europarl.europa.eu/meps/en/96955,catherinemep,RE,catherinemep
Gunnar BECK,Germany,Identity and Democracy Group,132191,Alternative für Deutschland,NA,https://www.europarl.europa.eu/meps/en/132191,NA,ID,NA
Nicola BEER,Germany,Renew Europe Group,197437,Freie Demokratische Partei,https://twitter.com/nicolabeerfdp,https://www.europarl.europa.eu/meps/en/197437,nicolabeerfdp,RE,nicolabeerfdp
Tiziana BEGHIN,Italy,Non-attached Members,124777,Movimento 5 Stelle,https://twitter.com/beghin_t,https://www.europarl.europa.eu/meps/en/124777,beghin_t,"NA",beghin_t
Aurelia BEIGNEUX,France,Identity and Democracy Group,197680,Rassemblement national,NA,https://www.europarl.europa.eu/meps/en/197680,NA,ID,NA
Marek BELKA,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197496,Sojusz Lewicy Demokratycznej,NA,https://www.europarl.europa.eu/meps/en/197496,NA,S&D,NA
François-Xavier BELLAMY,France,Group of the European People's Party (Christian Democrats),197534,Les Républicains,NA,https://www.europarl.europa.eu/meps/en/197534,NA,EPP,NA
Adrian-Dragoș BENEA,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197658,Partidul Social Democrat,NA,https://www.europarl.europa.eu/meps/en/197658,NA,S&D,NA
Brando BENIFEI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124867,Partito Democratico,https://twitter.com/brandobenifei,https://www.europarl.europa.eu/meps/en/124867,brandobenifei,S&D,brandobenifei
Isabel BENJUMEA BENJUMEA,Spain,Group of the European People's Party (Christian Democrats),197679,Partido Popular,NA,https://www.europarl.europa.eu/meps/en/197679,NA,EPP,NA
Phil BENNION,United Kingdom,Renew Europe Group,112014,Liberal Democrats,https://twitter.com/PhilBennion,https://www.europarl.europa.eu/meps/en/112014,PhilBennion,RE,philbennion
Monika BEŇOVÁ,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,23868,SMER-Sociálna demokracia,NA,https://www.europarl.europa.eu/meps/en/23868,NA,S&D,NA
Hildegard BENTELE,Germany,Group of the European People's Party (Christian Democrats),197408,Christlich Demokratische Union Deutschlands,https://twitter.com/hildebentele,https://www.europarl.europa.eu/meps/en/197408,hildebentele,EPP,hildebentele
Tom BERENDSEN,Netherlands,Group of the European People's Party (Christian Democrats),197778,Christen Democratisch Appèl,NA,https://www.europarl.europa.eu/meps/en/197778,NA,EPP,NA
Lars Patrick BERG,Germany,Identity and Democracy Group,197478,Alternative für Deutschland,https://twitter.com/larspatrickberg,https://www.europarl.europa.eu/meps/en/197478,larspatrickberg,ID,larspatrickberg
Stefan BERGER,Germany,Group of the European People's Party (Christian Democrats),197410,Christlich Demokratische Union Deutschlands,NA,https://www.europarl.europa.eu/meps/en/197410,NA,EPP,NA
Erik BERGKVIST,Sweden,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197396,Arbetarepartiet- Socialdemokraterna,NA,https://www.europarl.europa.eu/meps/en/197396,NA,S&D,NA
Silvio BERLUSCONI,Italy,Group of the European People's Party (Christian Democrats),4391,Forza Italia,NA,https://www.europarl.europa.eu/meps/en/4391,NA,EPP,NA
Alexander BERNHUBER,Austria,Group of the European People's Party (Christian Democrats),197648,Österreichische Volkspartei,NA,https://www.europarl.europa.eu/meps/en/197648,NA,EPP,NA
Robert BIEDROŃ,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197498,Wiosna,https://twitter.com/robertbiedron,https://www.europarl.europa.eu/meps/en/197498,robertbiedron,S&D,robertbiedron
Adam BIELAN,Poland,European Conservatives and Reformists Group,23788,Prawo i Sprawiedliwość,http://twitter.com/AdamBielan,https://www.europarl.europa.eu/meps/en/23788,http://twitter.com/AdamBielan,ECR,http://twitter.com/adambielan
Stéphane BIJOUX,France,Renew Europe Group,197551,La République en marche,NA,https://www.europarl.europa.eu/meps/en/197551,NA,RE,NA
Izaskun BILBAO BARANDICA,Spain,Renew Europe Group,96922,Partido Nacionalista Vasco,https://twitter.com/IzaskunBilbaoB,https://www.europarl.europa.eu/meps/en/96922,IzaskunBilbaoB,RE,izaskunbilbaob
Vladimír BILČÍK,Slovakia,Group of the European People's Party (Christian Democrats),197771,SPOLU – občianska demokracia,https://twitter.com/vladobilcik,https://www.europarl.europa.eu/meps/en/197771,vladobilcik,EPP,vladobilcik
Dominique BILDE,France,Identity and Democracy Group,124771,Rassemblement national,https://twitter.com/dominiquebilde,https://www.europarl.europa.eu/meps/en/124771,dominiquebilde,ID,dominiquebilde
Gabriele BISCHOFF,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197435,Sozialdemokratische Partei Deutschlands,NA,https://www.europarl.europa.eu/meps/en/197435,NA,S&D,NA
Benoît BITEAU,France,Group of the Greens/European Free Alliance,197512,Europe Écologie,https://twitter.com/Identi_Terre,https://www.europarl.europa.eu/meps/en/197512,Identi_Terre,Greens–EFA,identi_terre
Mara BIZZOTTO,Italy,Identity and Democracy Group,97198,Lega,NA,https://www.europarl.europa.eu/meps/en/97198,NA,ID,NA
Malin BJÖRK,Sweden,Confederal Group of the European United Left - Nordic Green Left,124992,Vänsterpartiet,https://twitter.com/MalinBjork_EU,https://www.europarl.europa.eu/meps/en/124992,MalinBjork_EU,GUE-NGL,malinbjork_eu
Vasile BLAGA,Romania,Group of the European People's Party (Christian Democrats),197637,Partidul Naţional Liberal,NA,https://www.europarl.europa.eu/meps/en/197637,NA,EPP,NA
Hynek BLAŠKO,Czechia,Identity and Democracy Group,197564,Svoboda a přímá demokracie,NA,https://www.europarl.europa.eu/meps/en/197564,NA,ID,NA
Vilija BLINKEVIČIŪTĖ,Lithuania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,96681,Lietuvos socialdemokratų partija,NA,https://www.europarl.europa.eu/meps/en/96681,NA,S&D,NA
Michael BLOSS,Germany,Group of the Greens/European Free Alliance,197449,Bündnis 90/Die Grünen,https://twitter.com/michabl,https://www.europarl.europa.eu/meps/en/197449,michabl,Greens–EFA,michabl
Andrea BOCSKOR,Hungary,Group of the European People's Party (Christian Democrats),124712,Fidesz-Magyar Polgári Szövetség-Kereszténydemokrata Néppárt,NA,https://www.europarl.europa.eu/meps/en/124712,NA,EPP,NA
Damian BOESELAGER,Germany,Group of the Greens/European Free Alliance,197439,Volt,https://twitter.com/d_boeselager,https://www.europarl.europa.eu/meps/en/197439,d_boeselager,Greens–EFA,d_boeselager
Ioan-Rareș BOGDAN,Romania,Group of the European People's Party (Christian Democrats),197636,Partidul Naţional Liberal,NA,https://www.europarl.europa.eu/meps/en/197636,NA,EPP,NA
Franc BOGOVIČ,Slovenia,Group of the European People's Party (Christian Democrats),125004,Slovenska ljudska stranka,https://twitter.com/Franc_Bogovic,https://www.europarl.europa.eu/meps/en/125004,Franc_Bogovic,EPP,franc_bogovic
Manuel BOMPARD,France,Confederal Group of the European United Left - Nordic Green Left,197521,La France Insoumise,https://twitter.com/mbompard,https://www.europarl.europa.eu/meps/en/197521,mbompard,GUE-NGL,mbompard
Simona BONAFÈ,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124814,Partito Democratico,https://twitter.com/simonabonafe,https://www.europarl.europa.eu/meps/en/124814,simonabonafe,S&D,simonabonafe
Anna BONFRISCO,Italy,Identity and Democracy Group,197788,Lega,NA,https://www.europarl.europa.eu/meps/en/197788,NA,ID,NA
Paolo BORCHIA,Italy,Identity and Democracy Group,101039,Lega,https://twitter.com/paoloborchia,https://www.europarl.europa.eu/meps/en/101039,paoloborchia,ID,paoloborchia
Biljana BORZAN,Croatia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,112748,Socijaldemokratska partija Hrvatske,https://twitter.com/BiljanaBorzan,https://www.europarl.europa.eu/meps/en/112748,BiljanaBorzan,S&D,biljanaborzan
Marc BOTENGA,Belgium,Confederal Group of the European United Left - Nordic Green Left,187917,Parti du Travail de Belgique,https://twitter.com/botengam,https://www.europarl.europa.eu/meps/en/187917,botengam,GUE-NGL,botengam
Vlad-Marius BOTOŞ,Romania,Renew Europe Group,197668,Uniunea Salvați România,NA,https://www.europarl.europa.eu/meps/en/197668,NA,RE,NA
Geert BOURGEOIS,Belgium,European Conservatives and Reformists Group,197467,Nieuw-Vlaamse Alliantie,NA,https://www.europarl.europa.eu/meps/en/197467,NA,ECR,NA
Gilles BOYER,France,Renew Europe Group,197577,Indépendant,https://twitter.com/gillesboyer,https://www.europarl.europa.eu/meps/en/197577,gillesboyer,RE,gillesboyer
Patrick BREYER,Germany,Group of the Greens/European Free Alliance,197431,Piratenpartei Deutschland,https://twitter.com/echo_pbreyer,https://www.europarl.europa.eu/meps/en/197431,echo_pbreyer,Greens–EFA,echo_pbreyer
Milan BRGLEZ,Slovenia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197446,Socialni demokrati,NA,https://www.europarl.europa.eu/meps/en/197446,NA,S&D,NA
Saskia BRICMONT,Belgium,Group of the Greens/European Free Alliance,197470,Ecologistes Confédérés pour l'Organisation de Luttes Originales,https://twitter.com/bricmontsaskia,https://www.europarl.europa.eu/meps/en/197470,bricmontsaskia,Greens–EFA,bricmontsaskia
Jane BROPHY,United Kingdom,Renew Europe Group,197716,Liberal Democrats,https://twitter.com/JaneBrophyLD,https://www.europarl.europa.eu/meps/en/197716,JaneBrophyLD,RE,janebrophyld
Joachim Stanisław BRUDZIŃSKI,Poland,European Conservatives and Reformists Group,197501,Prawo i Sprawiedliwość,https://twitter.com/jbrudzinski,https://www.europarl.europa.eu/meps/en/197501,jbrudzinski,ECR,jbrudzinski
Annika BRUNA,France,Identity and Democracy Group,182995,Rassemblement national,NA,https://www.europarl.europa.eu/meps/en/182995,NA,ID,NA
Sylvie BRUNET,France,Renew Europe Group,197576,Mouvement Démocrate,https://twitter.com/syl_brunet,https://www.europarl.europa.eu/meps/en/197576,syl_brunet,RE,syl_brunet
Markus BUCHHEIT,Germany,Identity and Democracy Group,128483,Alternative für Deutschland,NA,https://www.europarl.europa.eu/meps/en/128483,NA,ID,NA
Klaus BUCHNER,Germany,Group of the Greens/European Free Alliance,124818,Ökologisch-Demokratische Partei,https://twitter.com/Dr_KlausBuchner,https://www.europarl.europa.eu/meps/en/124818,Dr_KlausBuchner,Greens–EFA,dr_klausbuchner
Daniel BUDA,Romania,Group of the European People's Party (Christian Democrats),125012,Partidul Naţional Liberal,https://twitter.com/MEPDanielBuda,https://www.europarl.europa.eu/meps/en/125012,MEPDanielBuda,EPP,mepdanielbuda
David BULL,United Kingdom,Non-attached Members,197715,The Brexit Party,https://twitter.com/drdavidbull,https://www.europarl.europa.eu/meps/en/197715,drdavidbull,"NA",drdavidbull
Udo BULLMANN,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,4267,Sozialdemokratische Partei Deutschlands,NA,https://www.europarl.europa.eu/meps/en/4267,NA,S&D,NA
Jonathan BULLOCK,United Kingdom,Non-attached Members,188733,The Brexit Party,NA,https://www.europarl.europa.eu/meps/en/188733,NA,"NA",NA
Judith BUNTING,United Kingdom,Renew Europe Group,197739,Liberal Democrats,https://twitter.com/judithbuntingld,https://www.europarl.europa.eu/meps/en/197739,judithbuntingld,RE,judithbuntingld
Delara BURKHARDT,Germany,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197440,Sozialdemokratische Partei Deutschlands,https://twitter.com/delarabur,https://www.europarl.europa.eu/meps/en/197440,delarabur,S&D,delarabur
Martin BUSCHMANN,Germany,Confederal Group of the European United Left - Nordic Green Left,197434,Partei Mensch Umwelt Tierschutz,https://twitter.com/buschmannmartin,https://www.europarl.europa.eu/meps/en/197434,buschmannmartin,GUE-NGL,buschmannmartin
Cristian-Silviu BUŞOI,Romania,Group of the European People's Party (Christian Democrats),38420,Partidul Naţional Liberal,NA,https://www.europarl.europa.eu/meps/en/38420,NA,EPP,NA
Reinhard BÜTIKOFER,Germany,Group of the Greens/European Free Alliance,96739,Bündnis 90/Die Grünen,NA,https://www.europarl.europa.eu/meps/en/96739,NA,Greens–EFA,NA
Jorge BUXADÉ VILLALBA,Spain,European Conservatives and Reformists Group,197829,VOX,https://twitter.com/jorgebuxade,https://www.europarl.europa.eu/meps/en/197829,jorgebuxade,ECR,jorgebuxade
Professor Jerzy BUZEK,Poland,Group of the European People's Party (Christian Democrats),28269,Koalicja Europejska,http://twitter.com/JerzyBuzek,https://www.europarl.europa.eu/meps/en/28269,http://twitter.com/JerzyBuzek,EPP,http://twitter.com/jerzybuzek
Carlo CALENDA,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197617,Partito Democratico,NA,https://www.europarl.europa.eu/meps/en/197617,NA,S&D,NA
Marco CAMPOMENOSI,Italy,Identity and Democracy Group,35016,Lega,https://twitter.com/mcampomenosi,https://www.europarl.europa.eu/meps/en/35016,mcampomenosi,ID,mcampomenosi
Jordi CAÑAS,Spain,Renew Europe Group,126644,Ciudadanos – Partido de la Ciudadanía,https://twitter.com/jordi_canyas,https://www.europarl.europa.eu/meps/en/126644,jordi_canyas,RE,jordi_canyas
Pascal CANFIN,France,Renew Europe Group,96711,Liste Renaissance,NA,https://www.europarl.europa.eu/meps/en/96711,NA,RE,NA
Damien CARÊME,France,Group of the Greens/European Free Alliance,197574,Europe Écologie,https://twitter.com/damiencareme,https://www.europarl.europa.eu/meps/en/197574,damiencareme,Greens–EFA,damiencareme
Andrea CAROPPO,Italy,Identity and Democracy Group,197797,Lega,https://twitter.com/caroppo_andrea,https://www.europarl.europa.eu/meps/en/197797,caroppo_andrea,ID,caroppo_andrea
Matt CARTHY,Ireland,Confederal Group of the European United Left - Nordic Green Left,124986,Sinn Féin,https://twitter.com/mattcarthy,https://www.europarl.europa.eu/meps/en/124986,mattcarthy,GUE-NGL,mattcarthy
Maria Da Graça CARVALHO,Portugal,Group of the European People's Party (Christian Democrats),96867,Partido Social Democrata,https://twitter.com/mgracacarvalho,https://www.europarl.europa.eu/meps/en/96867,mgracacarvalho,EPP,mgracacarvalho
David CASA,Malta,Group of the European People's Party (Christian Democrats),28122,Partit Nazzjonalista,https://twitter.com/DavidCasaMEP,https://www.europarl.europa.eu/meps/en/28122,DavidCasaMEP,EPP,davidcasamep
Massimo CASANOVA,Italy,Identity and Democracy Group,197796,Lega,NA,https://www.europarl.europa.eu/meps/en/197796,NA,ID,NA
Daniel CASPARY,Germany,Group of the European People's Party (Christian Democrats),28219,Christlich Demokratische Union Deutschlands,https://twitter.com/caspary,https://www.europarl.europa.eu/meps/en/28219,caspary,EPP,caspary
Fabio Massimo CASTALDO,Italy,Non-attached Members,124812,Movimento 5 Stelle,https://twitter.com/FMCastaldo,https://www.europarl.europa.eu/meps/en/124812,FMCastaldo,"NA",fmcastaldo
Pilar del CASTILLO VERA,Spain,Group of the European People's Party (Christian Democrats),28390,Partido Popular,http://twitter.com/delcastillop,https://www.europarl.europa.eu/meps/en/28390,http://twitter.com/delcastillop,EPP,http://twitter.com/delcastillop
Anna CAVAZZINI,Germany,Group of the Greens/European Free Alliance,86793,Bündnis 90/Die Grünen,https://twitter.com/anna_cavazzini,https://www.europarl.europa.eu/meps/en/86793,anna_cavazzini,Greens–EFA,anna_cavazzini
Susanna CECCARDI,Italy,Identity and Democracy Group,197786,Lega,NA,https://www.europarl.europa.eu/meps/en/197786,NA,ID,NA
Sara CERDAS,Portugal,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197641,Partido Socialista,https://twitter.com/sara_saracerdas,https://www.europarl.europa.eu/meps/en/197641,sara_saracerdas,S&D,sara_saracerdas
Catherine CHABAUD,France,Renew Europe Group,197505,Liste Renaissance,https://twitter.com/CathChabaud,https://www.europarl.europa.eu/meps/en/197505,CathChabaud,RE,cathchabaud
Mohammed CHAHIM,Netherlands,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197782,Partij van de Arbeid,https://twitter.com/MChahim,https://www.europarl.europa.eu/meps/en/197782,MChahim,S&D,mchahim
Leila CHAIBI,France,Confederal Group of the European United Left - Nordic Green Left,197529,La France Insoumise,NA,https://www.europarl.europa.eu/meps/en/197529,NA,GUE-NGL,NA
Dita CHARANZOVÁ,Czechia,Renew Europe Group,124708,ANO 2011,NA,https://www.europarl.europa.eu/meps/en/124708,NA,RE,NA
Olivier CHASTEL,Belgium,Renew Europe Group,197463,Mouvement Réformateur,NA,https://www.europarl.europa.eu/meps/en/197463,NA,RE,NA
Caterina CHINNICI,Italy,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,124861,Partito Democratico,https://twitter.com/CaterinaChinnic,https://www.europarl.europa.eu/meps/en/124861,CaterinaChinnic,S&D,caterinachinnic
Ellie CHOWNS,United Kingdom,Group of the Greens/European Free Alliance,197714,Green Party,NA,https://www.europarl.europa.eu/meps/en/197714,NA,Greens–EFA,NA
Asger CHRISTENSEN,Denmark,Renew Europe Group,197558,"Venstre, Danmarks Liberale Parti",NA,https://www.europarl.europa.eu/meps/en/197558,NA,RE,NA
Lefteris CHRISTOFOROU,Cyprus,Group of the European People's Party (Christian Democrats),26837,Democratic Rally,https://twitter.com/LefChristoforou,https://www.europarl.europa.eu/meps/en/26837,LefChristoforou,EPP,lefchristoforou
Włodzimierz CIMOSZEWICZ,Poland,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197507,Sojusz Lewicy Demokratycznej - Unia Pracy,NA,https://www.europarl.europa.eu/meps/en/197507,NA,S&D,NA
Angelo CIOCCA,Italy,Identity and Democracy Group,183793,Lega,NA,https://www.europarl.europa.eu/meps/en/183793,NA,ID,NA
Dacian CIOLOS,Romania,Renew Europe Group,197631,"Partidul Libertate, Unitate și Solidaritate",NA,https://www.europarl.europa.eu/meps/en/197631,NA,RE,NA
Tudor CIUHODARU,Romania,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197657,Partidul Social Democrat,NA,https://www.europarl.europa.eu/meps/en/197657,NA,S&D,NA
Miroslav ČÍŽ,Slovakia,Group of the Progressive Alliance of Socialists and Democrats in the European Parliament,197761,SMER-Sociálna demokracia,NA,https://www.europarl.europa.eu/meps/en/197761,NA,S&D,NA
Nathalie COLIN-OESTERLÉ,France,Group of the European People's Party (Christian Democrats),197536,Les centristes,NA,https://www.europarl.europa.eu/meps/en/197536,NA,EPP,NA
Gilbert COLLARD,France,Identity and Democracy Group,197683,Rassemblement national,https://twitter.com/GilbertCollard,https://www.europarl.europa.eu/meps/en/197683,GilbertCollard,ID,gilbertcollard
Rosanna CONTE,Italy,Identity and Democracy Group,197616,Lega,NA,https://www.europarl.europa.eu/meps/en/197616,NA,ID,NA
